Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4811,5,70,Yes,8,0,56
4812,2,43,No,5,6,18
4813,4,74,Yes,4,9,55
4814,1,73,Yes,4,3,45
4815,4,91,No,6,0,74
4816,6,66,Yes,4,2,56
4817,4,49,Yes,7,6,34
4818,1,69,Yes,7,2,44
4819,7,84,Yes,5,0,73
4820,2,59,No,9,6,38
4821,9,68,No,6,7,64
4822,3,97,No,6,4,75
4823,8,92,Yes,4,5,84
4824,8,68,No,8,2,62
4825,3,62,No,8,4,41
4826,4,96,Yes,9,2,81
4827,2,89,No,8,1,66
4828,4,60,No,9,6,45
4829,9,87,No,5,9,84
4830,2,82,Yes,6,6,60
4831,3,49,No,4,7,26
4832,4,80,No,5,0,64
4833,5,51,No,7,1,32
4834,1,69,Yes,7,1,48
4835,7,90,Yes,7,2,83
4836,7,72,No,9,6,62
4837,9,57,No,9,6,55
4838,4,53,No,6,6,36
4839,6,61,Yes,7,0,52
4840,2,60,Yes,9,1,35
4841,4,40,No,9,7,21
4842,2,88,No,8,8,67
4843,5,82,Yes,9,9,71
4844,7,91,Yes,7,6,87
4845,1,99,No,5,0,70
4846,7,54,Yes,7,3,43
4847,6,75,No,8,9,69
4848,6,86,No,7,7,75
4849,8,93,Yes,4,4,85
4850,8,61,No,8,0,56
4851,6,71,No,6,6,55
4852,3,97,No,7,5,78
4853,5,85,No,9,8,71
4854,2,93,No,5,3,68
4855,5,72,No,7,3,60
4856,9,97,No,5,7,95
4857,1,80,Yes,4,3,51
4858,5,98,Yes,6,2,84
4859,6,78,No,9,6,68
4860,7,62,Yes,8,4,54
4861,9,82,No,8,8,79
4862,6,94,No,6,4,83
4863,5,41,Yes,4,8,28
4864,7,41,No,4,5,31
4865,1,77,No,7,5,50
4866,5,94,Yes,4,5,79
4867,2,90,Yes,7,6,64
4868,4,68,Yes,5,3,53
4869,7,91,Yes,6,3,81
4870,5,85,Yes,5,8,70
4871,6,99,Yes,5,6,85
4872,2,42,No,5,9,20
4873,3,78,Yes,5,5,60
4874,7,46,Yes,8,0,36
4875,2,75,No,4,6,49
4876,6,68,No,6,5,56
4877,5,94,Yes,6,3,79
4878,1,76,No,9,7,53
4879,4,88,No,5,6,70
4880,2,97,No,6,7,74
4881,4,75,No,7,8,60
4882,1,62,No,6,0,32
4883,2,84,No,5,2,59
4884,8,55,No,6,1,48
4885,6,87,Yes,4,2,74
4886,2,70,No,5,1,46
4887,6,73,Yes,8,5,63
4888,9,89,No,4,8,87
4889,7,40,No,6,1,29
4890,9,57,Yes,8,3,51
4891,5,97,No,9,4,81
4892,7,79,No,4,4,70
4893,7,82,Yes,9,0,75
4894,3,95,No,7,5,75
4895,7,95,No,4,4,85
4896,1,54,Yes,8,5,28
4897,9,87,Yes,9,3,84
4898,6,88,No,7,5,76
4899,5,56,Yes,9,8,43
4900,7,83,No,6,0,73
4901,5,49,No,5,5,33
4902,5,59,Yes,9,0,45
4903,7,45,Yes,6,6,38
4904,7,47,Yes,5,3,39
4905,3,84,Yes,5,5,67
4906,3,73,No,8,6,53
4907,3,71,Yes,7,4,50
4908,6,90,Yes,7,8,80
4909,6,93,No,4,7,80
4910,3,81,No,6,2,60
4911,3,43,No,8,0,23
4912,8,83,No,9,9,80
4913,8,89,No,6,7,83
4914,7,78,No,9,3,72
4915,4,59,No,9,6,46
4916,4,63,No,9,3,45
4917,3,63,No,4,6,42
4918,5,94,Yes,4,0,78
4919,3,65,Yes,8,0,43
4920,8,64,No,4,1,55
4921,7,75,Yes,8,4,67
4922,3,46,No,4,9,28
4923,9,49,No,7,5,48
4924,5,97,No,8,1,81
4925,9,86,No,7,0,84
4926,7,51,Yes,7,8,41
4927,7,40,Yes,8,6,31
4928,6,91,No,6,7,83
4929,2,89,Yes,5,5,70
4930,9,64,Yes,4,8,57
4931,6,55,No,9,7,45
4932,8,44,No,4,3,37
4933,1,58,Yes,9,4,33
4934,5,43,Yes,6,1,28
4935,1,45,No,5,0,16
4936,8,65,No,6,5,60
4937,8,88,Yes,5,2,81
4938,1,78,No,8,3,54
4939,9,95,No,8,0,94
4940,2,94,No,9,5,74
4941,9,78,Yes,7,7,76
4942,1,48,Yes,7,9,19
4943,9,84,No,9,3,83
4944,4,91,Yes,8,9,73
4945,9,53,No,9,7,52
4946,7,87,Yes,7,9,81
4947,6,94,Yes,9,2,84
4948,5,48,Yes,8,6,35
4949,9,54,No,6,2,53
4950,2,76,No,4,5,55
4951,2,89,No,8,3,66
4952,9,92,Yes,9,5,87
4953,3,59,No,8,6,43
4954,8,47,No,8,7,39
4955,9,71,No,7,5,68
4956,8,86,No,9,3,81
4957,4,60,Yes,7,8,45
4958,1,96,No,9,6,75
4959,4,80,No,7,8,64
4960,9,58,Yes,7,2,54
4961,2,68,No,6,4,45
4962,3,97,Yes,8,0,75
4963,8,70,Yes,6,7,64
4964,6,93,Yes,7,0,81
4965,8,45,No,6,0,39
4966,7,43,Yes,8,6,38
4967,5,82,Yes,8,7,72
4968,9,68,Yes,7,2,67
4969,4,81,No,8,1,66
4970,6,42,Yes,6,6,32
4971,2,40,Yes,5,9,17
4972,2,83,Yes,8,4,59
4973,2,94,No,6,0,70
4974,7,54,Yes,6,1,41
4975,2,86,Yes,6,2,62
4976,2,60,No,8,5,38
4977,9,85,No,5,0,81
4978,7,97,No,7,7,88
4979,3,70,Yes,7,1,46
4980,3,46,Yes,8,4,25
4981,7,56,Yes,8,7,48
4982,5,95,Yes,4,4,81
4983,6,58,No,9,7,49
4984,8,78,Yes,5,5,72
4985,9,99,No,6,6,96
4986,1,42,Yes,9,7,17
4987,3,69,Yes,6,2,48
4988,7,74,Yes,9,4,69
4989,6,97,No,7,9,85
4990,7,96,No,9,6,85
4991,8,68,No,8,8,64
4992,6,89,No,5,5,79
4993,3,91,Yes,7,9,74
4994,2,93,Yes,9,0,69
4995,7,53,Yes,5,7,44
4996,1,74,Yes,8,5,50
4997,3,67,Yes,6,0,48
4998,4,97,No,4,3,77
4999,1,69,No,5,5,46
5000,5,65,Yes,6,9,51
5001,3,46,Yes,5,0,23
5002,2,78,Yes,5,9,56
5003,3,70,Yes,5,4,47
5004,8,44,No,8,2,42
5005,6,74,Yes,7,6,64
5006,7,89,Yes,5,7,80
5007,6,86,Yes,8,2,73
5008,6,91,Yes,4,9,80
5009,3,53,No,7,2,34
5010,8,75,Yes,8,2,69
5011,7,66,No,4,5,54
5012,7,63,No,7,5,56
5013,6,79,Yes,8,2,66
5014,5,68,Yes,4,5,53
5015,8,92,Yes,8,8,89
5016,5,84,Yes,4,7,70
5017,9,61,Yes,5,6,59
5018,9,47,No,5,6,41
5019,1,54,No,7,7,28
5020,6,88,No,4,6,75
5021,7,44,No,5,2,34
5022,3,91,No,7,7,68
5023,7,43,Yes,6,7,32
5024,7,50,Yes,5,0,44
5025,2,57,No,5,9,35
5026,7,81,Yes,9,4,74
5027,1,88,Yes,8,4,64
5028,5,69,No,6,0,57
5029,9,54,No,4,5,46
5030,7,45,No,7,5,36
5031,7,94,Yes,6,3,85
5032,2,92,No,4,5,71
5033,8,55,No,5,5,49
5034,3,86,Yes,9,0,71
5035,8,79,Yes,7,4,76
5036,3,48,No,7,1,26
5037,7,82,Yes,6,6,74
5038,2,98,No,8,8,78
5039,4,73,Yes,4,8,59
5040,6,66,No,9,8,55
5041,9,52,Yes,9,6,51
5042,5,75,Yes,6,6,57
5043,9,66,Yes,8,0,63
5044,5,48,No,8,5,37
5045,8,44,No,8,4,41
5046,1,90,No,7,7,67
5047,7,61,Yes,4,7,56
5048,4,70,Yes,4,3,51
5049,5,42,Yes,6,0,26
5050,6,69,No,5,5,56
5051,5,60,Yes,6,9,48
5052,1,74,No,4,0,52
5053,9,45,No,7,4,42
5054,2,67,No,6,4,41
5055,9,71,No,5,2,64
5056,2,81,No,9,4,57
5057,9,76,Yes,6,5,72
5058,6,64,Yes,8,4,52
5059,9,71,Yes,5,0,67
5060,6,74,Yes,8,6,61
5061,6,61,Yes,7,2,51
5062,2,63,Yes,4,6,42
5063,8,78,No,6,4,71
5064,3,93,Yes,6,2,74
5065,7,69,No,8,5,62
5066,5,89,No,8,0,76
5067,3,71,No,4,5,50
5068,1,70,No,6,3,42
5069,8,62,No,4,3,55
5070,3,79,Yes,8,4,60
5071,2,72,Yes,9,8,52
5072,1,64,Yes,8,0,36
5073,4,75,No,5,2,53
5074,8,63,Yes,8,3,54
5075,3,70,Yes,8,1,47
5076,1,97,No,9,8,70
5077,4,78,No,4,6,62
5078,9,85,Yes,5,0,82
5079,1,52,No,5,8,26
5080,2,49,No,6,5,25
5081,9,62,No,9,1,55
5082,2,57,Yes,7,0,34
5083,3,71,No,6,5,51
5084,7,72,No,6,6,63
5085,3,75,No,6,9,54
5086,9,67,No,5,5,62
5087,6,55,No,4,6,43
5088,3,55,Yes,8,5,34
5089,9,57,Yes,5,7,56
5090,1,47,No,8,1,24
5091,3,81,No,8,8,65
5092,1,55,Yes,7,8,31
5093,2,94,Yes,6,8,72
5094,8,95,No,7,6,90
5095,7,50,No,6,8,43
5096,2,45,Yes,5,0,23
5097,2,40,No,8,2,18
5098,9,51,No,7,1,44
5099,6,96,Yes,9,0,84
5100,5,77,Yes,5,4,62
5101,6,67,Yes,5,0,56
5102,9,84,Yes,9,2,87
5103,7,97,No,6,5,89
5104,9,56,No,8,5,55
5105,4,40,No,6,2,18
5106,2,71,No,6,3,46
5107,8,47,Yes,5,6,42
5108,4,93,Yes,6,5,72
5109,9,79,No,4,1,75
5110,4,95,No,9,8,79
5111,8,82,No,9,5,78
5112,9,85,Yes,8,1,81
5113,9,63,Yes,9,6,63
5114,4,49,Yes,6,9,35
5115,1,86,No,6,9,63
5116,3,78,No,7,3,59
5117,9,78,No,8,0,76
5118,4,49,Yes,8,9,33
5119,5,75,No,9,8,62
5120,7,64,Yes,6,9,58
5121,5,99,No,4,7,82
5122,4,89,No,7,4,73
5123,2,98,Yes,4,2,75
5124,2,96,Yes,6,3,71
5125,4,49,No,8,2,30
5126,9,58,Yes,8,9,58
5127,8,85,Yes,4,7,80
5128,3,84,Yes,5,4,65
5129,9,54,Yes,6,7,51
5130,5,55,Yes,8,0,44
5131,3,41,No,9,8,23
5132,5,68,No,5,9,56
5133,4,43,No,8,2,25
5134,8,92,No,9,0,89
5135,5,89,Yes,8,2,75
5136,8,68,No,5,1,60
5137,9,70,Yes,4,6,64
5138,4,56,No,6,9,40
5139,7,49,No,5,3,37
5140,2,66,Yes,5,6,42
5141,6,92,No,8,2,78
5142,8,80,No,9,5,72
5143,7,54,No,5,6,44
5144,7,99,No,6,6,89
5145,8,83,No,4,4,77
5146,7,70,No,9,5,62
5147,5,60,No,4,2,46
5148,7,99,Yes,4,3,94
5149,3,98,No,6,5,80
5150,5,97,No,8,2,83
5151,7,80,No,9,6,74
5152,9,85,No,9,2,85
5153,2,84,No,6,8,61
5154,4,99,No,9,3,85
5155,7,65,Yes,5,1,58
5156,1,77,No,7,5,52
5157,2,90,No,7,8,69
5158,9,75,Yes,7,9,78
5159,7,91,Yes,4,9,82
5160,7,56,No,9,1,47
5161,6,90,No,6,3,79
5162,3,42,No,9,4,21
5163,3,53,Yes,6,8,33
5164,2,88,Yes,9,6,65
5165,6,52,No,4,4,35
5166,4,80,No,5,5,63
5167,5,66,Yes,7,8,50
5168,3,40,Yes,7,3,18
5169,6,96,Yes,9,1,88
5170,3,56,Yes,4,4,35
5171,8,87,No,7,6,82
5172,9,89,Yes,9,3,87
5173,4,73,Yes,8,0,59
5174,9,53,No,9,7,56
5175,7,93,Yes,6,4,86
5176,3,94,No,7,9,70
5177,7,98,Yes,7,1,90
5178,1,56,No,8,2,28
5179,3,42,Yes,5,9,21
5180,6,73,No,9,9,64
5181,4,79,No,5,4,61
5182,7,64,Yes,9,3,54
5183,3,41,No,8,8,20
5184,1,73,No,5,8,49
5185,9,65,Yes,4,7,65
5186,6,70,No,8,1,61
5187,8,48,No,9,4,40
5188,3,69,Yes,6,7,49
5189,8,59,Yes,6,7,52
5190,2,60,No,6,6,38
5191,4,68,No,9,3,51
5192,3,98,No,7,2,76
5193,1,64,No,8,7,42
5194,7,77,No,8,7,68
5195,2,97,Yes,5,9,77
5196,4,83,No,8,4,65
5197,9,64,Yes,8,2,63
5198,6,48,Yes,5,4,35
5199,8,78,Yes,8,3,71
5200,2,83,Yes,8,7,64
5201,7,65,No,4,1,53
5202,,96,No,9,7,87
5203,9,76,No,5,9,71
5204,7,55,Yes,4,5,43
5205,1,76,Yes,7,3,54
5206,8,51,No,5,2,44
5207,3,63,Yes,9,9,45
5208,2,65,No,8,4,42
5209,3,59,Yes,8,5,38
5210,6,48,Yes,4,0,36
5211,3,62,Yes,4,0,43
5212,5,78,Yes,7,9,67
5213,6,68,Yes,7,2,58
5214,8,70,Yes,9,1,64
5215,7,58,Yes,8,0,51
5216,8,59,No,6,7,57
5217,3,62,No,7,0,40
5218,4,82,Yes,8,9,68
5219,6,66,Yes,7,7,58
5220,7,69,No,5,4,63
5221,9,60,Yes,4,3,56
5222,1,83,No,8,7,60
5223,8,74,No,7,7,68
5224,8,88,No,4,7,82
5225,6,46,No,6,2,33
5226,4,61,No,7,7,47
5227,3,49,Yes,8,0,32
5228,3,62,Yes,5,3,39
5229,6,54,No,4,4,41
5230,8,69,Yes,4,5,61
5231,7,73,No,5,4,63
5232,1,52,Yes,8,4,27
5233,6,99,Yes,9,4,88
5234,7,43,Yes,6,8,35
5235,7,57,Yes,9,9,48
5236,9,95,Yes,5,9,95
5237,5,62,Yes,6,2,48
5238,1,72,Yes,8,1,45
5239,2,73,Yes,7,9,49
5240,4,73,No,7,1,57
5241,5,75,No,9,7,61
5242,9,74,Yes,8,4,75
5243,1,56,Yes,6,4,26
5244,3,67,Yes,9,5,47
5245,5,53,No,5,8,37
5246,3,73,Yes,9,6,55
5247,4,87,Yes,8,4,73
5248,3,50,No,8,4,30
5249,4,96,No,7,9,80
5250,1,52,No,5,8,24
5251,8,72,Yes,7,8,66
5252,4,96,No,6,1,77
5253,7,94,Yes,6,6,86
5254,2,41,No,4,9,13
5255,2,73,Yes,8,0,52
5256,6,92,Yes,5,3,80
5257,2,68,Yes,5,1,44
5258,6,76,No,7,9,68
5259,2,43,Yes,9,8,23
5260,4,51,Yes,9,5,36
5261,7,65,Yes,7,3,58
5262,8,97,No,9,2,91
5263,3,67,Yes,5,3,48
5264,9,42,Yes,7,1,40
5265,2,59,Yes,9,4,33
5266,8,49,Yes,4,8,46
5267,8,91,No,8,5,87
5268,4,57,Yes,4,1,39
5269,1,92,No,9,5,70
5270,1,92,No,6,8,67
5271,2,92,Yes,5,3,68
5272,9,66,No,4,0,61
5273,2,70,No,4,1,51
5274,2,66,No,7,4,43
5275,6,81,Yes,7,9,70
5276,7,40,No,7,6,34
5277,7,45,No,9,7,33
5278,9,50,Yes,6,2,46
5279,6,73,Yes,4,8,60
5280,8,78,No,8,1,73
5281,6,59,No,7,3,47
5282,2,92,No,6,3,67
5283,1,60,Yes,9,5,37
5284,5,60,No,6,9,44
5285,9,57,Yes,7,5,55
5286,8,60,No,5,2,52
5287,4,58,No,4,8,42
5288,5,43,Yes,7,4,28
5289,5,52,No,8,1,31
5290,6,57,Yes,4,5,42
5291,3,91,No,6,2,71
5292,5,68,Yes,8,7,54
5293,2,64,Yes,4,2,42
5294,1,95,No,8,4,68
5295,1,52,Yes,6,3,27
5296,7,66,No,7,3,59
5297,2,99,Yes,8,1,77
5298,4,58,Yes,7,7,43
5299,5,88,Yes,6,2,73
5300,7,40,No,6,3,31
5301,2,77,Yes,8,5,55
5302,6,58,Yes,8,8,49
5303,1,91,Yes,6,3,65
5304,7,40,No,8,2,30
5305,9,79,No,8,4,75
5306,5,56,Yes,8,8,43
5307,5,60,Yes,9,0,49
5308,4,61,No,8,4,44
5309,3,54,Yes,4,3,35
5310,9,89,Yes,6,4,88
5311,5,78,Yes,6,6,65
5312,8,87,Yes,5,6,82
5313,9,78,Yes,7,6,76
5314,5,71,Yes,5,0,54
5315,9,88,No,8,8,90
5316,2,43,Yes,8,6,23
5317,9,83,Yes,4,3,79
5318,4,84,No,4,3,65
5319,6,71,No,4,1,59
5320,6,43,No,4,5,28
5321,6,92,No,4,9,79
5322,2,40,Yes,4,2,11
5323,7,72,No,4,0,61
5324,6,46,Yes,4,4,36
5325,1,48,No,9,5,22
5326,2,40,No,4,4,20
5327,7,55,No,6,4,45
5328,1,57,Yes,4,9,32
5329,1,93,No,7,7,68
5330,1,86,No,4,9,55
5331,8,45,No,9,0,38
5332,4,41,Yes,8,7,23
5333,4,48,Yes,9,6,33
5334,2,43,No,9,0,22
5335,1,84,Yes,8,8,60
5336,9,62,No,4,3,58
5337,7,93,Yes,4,6,84
5338,4,82,No,8,2,67
5339,6,84,Yes,7,7,79
5340,2,82,No,5,3,61
5341,7,90,Yes,6,1,80
5342,2,47,Yes,8,1,27
5343,8,78,No,4,7,72
5344,8,64,No,6,7,61
5345,1,55,Yes,4,0,25
5346,8,74,No,5,5,67
5347,2,56,No,5,8,33
5348,6,57,No,8,8,46
5349,1,99,No,6,1,73
5350,5,66,Yes,9,7,54
5351,7,54,No,6,7,44
5352,1,99,Yes,9,3,74
5353,2,56,Yes,5,3,31
5354,7,82,No,4,4,73
5355,6,44,No,9,9,34
5356,3,55,Yes,9,6,36
5357,2,54,No,8,0,27
5358,4,81,No,7,8,66
5359,3,85,Yes,5,2,66
5360,7,73,Yes,9,3,64
5361,8,87,Yes,5,6,82
5362,2,58,No,8,4,34
5363,7,47,No,4,4,38
5364,8,86,Yes,6,0,79
5365,6,49,Yes,5,1,35
5366,6,44,No,8,4,33
5367,1,91,No,8,1,65
5368,4,87,No,8,0,69
5369,1,92,Yes,6,9,66
5370,4,65,No,5,2,45
5371,2,61,No,9,0,37
5372,5,83,Yes,8,9,71
5373,9,62,No,6,7,59
5374,3,52,Yes,4,7,32
5375,8,48,No,7,7,40
5376,3,88,Yes,5,6,73
5377,6,59,Yes,6,6,48
5378,4,67,Yes,7,1,52
5379,8,83,No,7,8,79
5380,6,96,No,6,6,85
5381,8,76,No,9,4,72
5382,1,63,No,9,3,39
5383,6,83,Yes,6,7,72
5384,1,72,No,6,4,51
5385,1,59,No,8,5,36
5386,8,99,Yes,4,3,89
5387,7,87,Yes,9,1,82
5388,3,69,Yes,8,6,51
5389,6,83,Yes,7,1,75
5390,9,48,No,7,6,44
5391,7,84,Yes,7,6,72
5392,3,88,No,6,0,66
5393,6,56,No,5,9,41
5394,4,75,Yes,8,9,59
5395,3,53,Yes,5,2,31
5396,9,58,Yes,4,2,54
5397,2,46,Yes,4,5,23
5398,1,98,Yes,8,2,75
5399,2,42,No,7,8,21
5400,7,72,Yes,9,4,69
5401,1,83,No,4,5,56
5402,6,71,Yes,5,5,60
5403,7,86,No,5,7,79
5404,9,50,No,9,9,47
5405,8,81,No,6,2,72
5406,6,41,Yes,7,8,31
5407,3,65,Yes,6,6,45
5408,8,43,Yes,8,5,40
5409,7,56,No,4,0,46
5410,3,56,No,9,3,38
5411,9,67,Yes,9,4,64
5412,2,69,Yes,9,1,46
5413,3,79,No,6,0,58
5414,2,62,No,6,1,37
5415,1,85,Yes,8,7,62
5416,4,63,Yes,5,9,49
5417,5,68,Yes,5,5,53
5418,6,43,No,8,9,30
5419,5,77,No,9,1,59
5420,1,68,Yes,5,8,40
5421,3,58,Yes,8,7,37
5422,1,66,Yes,5,3,41
5423,5,68,Yes,8,9,56
5424,5,95,Yes,5,6,81
5425,6,75,No,9,2,66
5426,8,74,Yes,6,5,71
5427,1,91,No,6,2,64
5428,4,45,No,9,9,31
5429,1,98,No,5,2,72
5430,9,62,No,9,8,57
5431,7,78,No,8,5,67
5432,7,85,No,6,7,76
5433,5,83,No,4,3,68
5434,7,87,No,5,3,78
5435,2,91,Yes,4,7,68
5436,4,47,Yes,4,6,25
5437,7,94,Yes,7,4,86
5438,3,41,Yes,4,1,15
5439,2,52,Yes,4,5,28
5440,2,79,No,9,0,58
5441,1,96,No,7,6,72
5442,5,60,No,7,8,45
5443,6,70,No,7,4,59
5444,6,91,No,8,4,78
5445,9,87,Yes,7,6,84
5446,4,75,Yes,9,4,56
5447,1,87,No,8,9,62
5448,6,91,Yes,5,3,78
5449,5,77,Yes,8,0,62
5450,6,66,Yes,5,5,54
5451,3,75,Yes,7,8,57
5452,2,87,Yes,7,3,61
5453,6,62,No,5,9,49
5454,1,94,Yes,6,3,71
5455,7,60,Yes,9,4,55
5456,7,52,No,8,5,44
5457,7,76,No,9,2,68
5458,1,86,No,9,8,60
5459,4,,No,4,0,45
5460,7,79,No,7,5,72
5461,9,46,No,8,5,41
5462,5,85,No,9,7,73
5463,2,78,No,8,4,57
5464,7,61,Yes,9,8,55
5465,1,78,No,7,8,53
5466,7,62,No,9,1,53
5467,6,97,Yes,5,4,87
5468,7,69,No,7,6,61
5469,3,57,No,8,1,38
5470,3,81,No,6,6,60
5471,7,57,No,9,8,49
5472,2,85,Yes,5,7,64
5473,1,49,Yes,7,9,23
5474,9,78,No,4,8,72
5475,9,69,Yes,7,3,71
5476,7,65,Yes,8,7,59
5477,7,46,Yes,8,8,38
5478,3,46,Yes,4,9,24
5479,2,44,Yes,5,1,18
5480,7,40,Yes,8,9,33
5481,9,85,No,5,2,81
5482,1,57,No,5,0,30
5483,4,52,Yes,7,0,32
5484,6,64,Yes,5,9,50
5485,7,79,Yes,9,5,73
5486,7,47,No,8,0,38
5487,2,49,No,8,4,28
5488,4,71,No,6,5,57
5489,5,56,No,5,8,41
5490,1,77,No,6,5,52
5491,1,54,No,7,3,26
5492,3,54,Yes,6,0,28
5493,3,96,No,5,5,74
5494,8,87,No,8,6,81
5495,9,79,No,7,4,81
5496,1,90,Yes,5,5,61
5497,2,59,No,7,9,38
5498,2,54,Yes,4,7,29
5499,4,74,Yes,5,0,57
5500,2,45,No,4,7,21
5501,7,69,No,6,1,57
5502,9,96,No,5,1,94
5503,7,47,Yes,4,7,39
5504,6,70,No,9,1,59
5505,1,87,Yes,8,7,64
5506,9,86,Yes,6,4,83
5507,5,71,No,5,8,53
5508,5,84,No,5,8,70
5509,6,97,No,8,7,92
5510,9,91,Yes,8,8,92
5511,8,54,No,4,6,47
5512,8,57,Yes,4,7,51
5513,8,52,No,4,5,45
5514,1,63,Yes,7,8,34
5515,1,79,No,6,1,50
5516,8,53,No,5,2,45
5517,5,67,Yes,6,1,54
5518,9,50,Yes,8,5,52
5519,2,45,No,9,2,20
5520,9,95,Yes,6,0,93
5521,8,64,Yes,6,3,53
5522,9,40,Yes,4,4,35
5523,4,64,Yes,8,3,48
5524,1,41,No,6,5,18
5525,1,71,Yes,5,2,43
5526,5,52,No,4,9,36
5527,2,72,No,6,5,51
5528,8,71,No,8,9,65
5529,5,95,Yes,9,0,81
5530,5,63,No,5,5,45
5531,2,66,No,9,7,46
5532,7,43,No,8,9,32
5533,8,63,No,8,7,60
5534,1,62,No,8,0,33
5535,2,68,Yes,9,6,45
5536,4,73,No,7,9,54
5537,5,60,Yes,5,9,46
5538,2,69,No,8,3,49
5539,1,65,No,7,5,38
5540,9,59,Yes,4,5,53
5541,1,55,Yes,7,4,30
5542,4,42,No,4,9,24
5543,2,88,No,9,8,69
5544,4,76,No,7,9,57
5545,8,97,No,9,7,94
5546,8,79,No,8,5,77
5547,9,83,Yes,7,3,79
5548,5,64,No,7,3,50
5549,7,62,No,8,8,52
5550,3,83,Yes,4,3,64
5551,4,98,Yes,8,6,86
5552,9,40,No,5,5,33
5553,1,72,Yes,7,1,47
5554,2,54,Yes,5,4,31
5555,5,56,Yes,8,2,42
5556,3,73,No,9,8,54
5557,2,56,No,8,9,33
5558,1,91,No,6,0,61
5559,3,97,Yes,5,9,78
5560,1,80,No,6,3,55
5561,1,83,No,5,3,59
5562,1,43,Yes,9,8,20
5563,8,52,No,6,0,43
5564,3,43,Yes,6,1,19
5565,1,46,Yes,5,0,17
5566,7,85,Yes,8,0,73
5567,3,98,Yes,4,0,72
5568,8,48,No,8,2,39
5569,4,62,No,4,3,44
5570,4,72,No,5,9,52
5571,5,72,Yes,7,1,58
5572,6,59,No,8,0,45
5573,7,43,No,6,4,36
5574,4,40,Yes,8,5,22
5575,8,93,Yes,5,1,86
5576,6,81,No,7,2,68
5577,1,73,Yes,7,9,47
5578,1,66,No,8,2,40
5579,9,60,Yes,8,1,58
5580,6,63,Yes,9,3,53
5581,8,54,No,8,4,46
5582,7,74,Yes,5,7,66
5583,6,64,Yes,4,5,49
5584,4,94,Yes,9,8,77
5585,7,48,No,4,2,36
5586,9,56,No,6,9,55
5587,7,60,No,5,8,49
5588,1,99,Yes,9,3,76
5589,9,52,Yes,7,7,45
5590,4,42,Yes,9,9,28
5591,3,43,Yes,6,6,25
5592,4,43,No,7,6,27
5593,4,82,No,9,8,67
5594,2,67,Yes,7,9,44
5595,1,46,No,8,1,18
5596,1,65,No,7,4,37
5597,8,50,No,9,2,43
5598,2,63,Yes,7,6,43
5599,5,82,No,5,2,66
5600,4,49,No,8,4,34
5601,8,76,No,8,4,77
5602,2,52,No,6,1,31
5603,9,83,No,8,0,80
5604,7,81,Yes,4,5,71
5605,7,78,No,5,0,69
5606,1,58,No,6,8,34
5607,2,90,Yes,4,9,69
5608,4,58,No,7,4,44
5609,4,51,Yes,4,0,30
5610,3,91,Yes,6,7,73
5611,7,61,Yes,8,0,52
5612,8,86,Yes,5,3,81
5613,2,76,No,6,6,52
5614,4,95,No,4,3,77
5615,3,69,Yes,4,4,44
5616,2,85,No,6,6,62
5617,6,51,Yes,9,3,44
5618,4,68,No,9,4,51
5619,6,60,No,6,6,48
5620,2,50,Yes,9,0,30
5621,4,99,No,6,2,82
5622,6,76,Yes,8,0,61
5623,5,87,No,6,2,72
5624,3,97,No,7,1,78
5625,8,57,No,5,4,53
5626,7,83,Yes,5,9,78
5627,3,98,Yes,7,4,79
5628,6,66,Yes,4,9,56
5629,4,76,No,4,8,58
5630,5,87,Yes,4,7,72
5631,5,51,Yes,4,2,37
5632,7,62,Yes,8,0,56
5633,5,73,No,7,4,59
5634,3,77,No,5,2,54
5635,5,62,No,7,4,47
5636,7,92,No,5,8,84
5637,5,64,Yes,4,0,50
5638,5,43,No,8,0,27
5639,9,69,Yes,6,8,67
5640,3,69,No,6,2,48
5641,6,52,Yes,9,9,42
5642,1,81,Yes,4,4,55
5643,5,88,No,4,8,73
5644,8,53,Yes,7,4,46
5645,5,95,Yes,8,2,81
5646,9,86,Yes,8,8,82
5647,6,47,Yes,7,6,35
5648,8,94,No,8,6,92
5649,8,63,No,8,7,59
5650,3,57,Yes,6,4,35
5651,7,74,No,8,1,65
5652,7,64,Yes,4,8,53
5653,6,56,Yes,6,2,45
5654,7,71,No,4,1,61
5655,2,95,Yes,4,9,74
5656,9,63,No,7,9,60
5657,1,46,Yes,9,4,23
5658,1,52,No,8,7,25
5659,3,66,No,8,2,45
5660,3,87,Yes,8,5,68
5661,1,44,No,8,8,21
5662,7,75,Yes,6,1,65
5663,4,65,No,5,7,45
5664,2,81,Yes,4,9,58
5665,5,84,No,9,6,76
5666,6,70,No,9,2,57
5667,9,49,No,5,0,46
5668,4,85,Yes,5,5,68
5669,2,65,No,5,1,40
5670,5,61,Yes,6,2,45
5671,3,51,No,5,4,31
5672,2,71,No,6,7,50
5673,1,66,Yes,7,1,43
5674,2,72,No,7,5,50
5675,6,92,Yes,9,0,80
5676,8,91,Yes,7,6,90
5677,3,59,Yes,6,3,38
5678,9,78,Yes,6,0,73
5679,9,80,Yes,4,8,78
5680,2,79,No,5,8,54
5681,8,98,Yes,8,2,92
5682,5,52,No,8,5,39
5683,4,53,Yes,5,6,41
